plant,insect,group
"Ranunculus flammula","Cheilosia fraterna","Hoverfly"
"Ranunculus lingua","Cheilosia fraterna","Hoverfly"
"Ranunculus repens","Cheilosia fraterna","Hoverfly"
"Salix alba","Cheilosia fraterna","Hoverfly"
"Salix aurita","Cheilosia fraterna","Hoverfly"
"Salix caprea","Cheilosia fraterna","Hoverfly"
"Salix cinerea","Cheilosia fraterna","Hoverfly"
"Salix fragilis","Cheilosia fraterna","Hoverfly"
"Salix pentandra","Cheilosia fraterna","Hoverfly"
"Salix repens","Cheilosia fraterna","Hoverfly"
"Salix viminalis","Cheilosia fraterna","Hoverfly"
"Senecio jacobaea","Cheilosia fraterna","Hoverfly"
"Stellaria holostea","Cheilosia fraterna","Hoverfly"
"Taraxacum","Cheilosia fraterna","Hoverfly"
"Matricaria discoidea","Cheilosia griseiventris","Hoverfly"
"Salix alba","Cheilosia griseiventris","Hoverfly"
"Salix aurita","Cheilosia griseiventris","Hoverfly"
"Salix caprea","Cheilosia griseiventris","Hoverfly"
"Salix cinerea","Cheilosia griseiventris","Hoverfly"
"Salix fragilis","Cheilosia griseiventris","Hoverfly"
"Salix pentandra","Cheilosia griseiventris","Hoverfly"
"Salix repens","Cheilosia griseiventris","Hoverfly"
"Salix viminalis","Cheilosia griseiventris","Hoverfly"
"Senecio jacobaea","Cheilosia griseiventris","Hoverfly"
"Cirsium acaule","Cheilosia grossa","Hoverfly"
"Cirsium arvense","Cheilosia grossa","Hoverfly"
"Cirsium dissectum","Cheilosia grossa","Hoverfly"
"Cirsium eriophorum","Cheilosia grossa","Hoverfly"
"Cirsium heterophyllum","Cheilosia grossa","Hoverfly"
"Cirsium palustre","Cheilosia grossa","Hoverfly"
"Cirsium tuberosum","Cheilosia grossa","Hoverfly"
"Cirsium vulgare","Cheilosia grossa","Hoverfly"
"Ficaria verna","Cheilosia grossa","Hoverfly"
"Salix alba","Cheilosia grossa","Hoverfly"
"Salix aurita","Cheilosia grossa","Hoverfly"
"Salix caprea","Cheilosia grossa","Hoverfly"
"Salix cinerea","Cheilosia grossa","Hoverfly"
"Salix fragilis","Cheilosia grossa","Hoverfly"
"Salix pentandra","Cheilosia grossa","Hoverfly"
"Salix repens","Cheilosia grossa","Hoverfly"
"Salix viminalis","Cheilosia grossa","Hoverfly"
"Taraxacum","Cheilosia grossa","Hoverfly"
"Tussilago farfara","Cheilosia grossa","Hoverfly"
"Aegopodium podagraria","Cheilosia illustrata","Hoverfly"
"Angelica sylvestris","Cheilosia illustrata","Hoverfly"
"Anthriscus sylvestris","Cheilosia illustrata","Hoverfly"
"Bryonia dioica","Cheilosia illustrata","Hoverfly"
"Cakile maritima","Cheilosia illustrata","Hoverfly"
"Centaurea cyanus","Cheilosia illustrata","Hoverfly"
"Centaurea nigra","Cheilosia illustrata","Hoverfly"
"Centaurea scabiosa","Cheilosia illustrata","Hoverfly"
"Chaerophyllum temulum","Cheilosia illustrata","Hoverfly"
"Cirsium acaule","Cheilosia illustrata","Hoverfly"
"Cirsium arvense","Cheilosia illustrata","Hoverfly"
"Cirsium dissectum","Cheilosia illustrata","Hoverfly"
"Cirsium eriophorum","Cheilosia illustrata","Hoverfly"
"Cirsium heterophyllum","Cheilosia illustrata","Hoverfly"
"Cirsium palustre","Cheilosia illustrata","Hoverfly"
"Cirsium tuberosum","Cheilosia illustrata","Hoverfly"
"Cirsium vulgare","Cheilosia illustrata","Hoverfly"
"Ficaria verna","Cheilosia illustrata","Hoverfly"
"Heracleum sphondylium","Cheilosia illustrata","Hoverfly"
"Oenanthe crocata","Cheilosia illustrata","Hoverfly"
"Pastinaca sativa","Cheilosia illustrata","Hoverfly"
"Pilosella aurantiaca","Cheilosia illustrata","Hoverfly"
"Pilosella officinarum","Cheilosia illustrata","Hoverfly"
"Ranunculus acris","Cheilosia illustrata","Hoverfly"
"Ranunculus aquatilis","Cheilosia illustrata","Hoverfly"
"Ranunculus bulbosus","Cheilosia illustrata","Hoverfly"
"Ranunculus flammula","Cheilosia illustrata","Hoverfly"
"Ranunculus lingua","Cheilosia illustrata","Hoverfly"
"Ranunculus repens","Cheilosia illustrata","Hoverfly"
"Rubus fruticosus","Cheilosia illustrata","Hoverfly"
"Salix alba","Cheilosia illustrata","Hoverfly"
"Salix aurita","Cheilosia illustrata","Hoverfly"
"Salix caprea","Cheilosia illustrata","Hoverfly"
"Salix cinerea","Cheilosia illustrata","Hoverfly"
"Salix fragilis","Cheilosia illustrata","Hoverfly"
"Salix pentandra","Cheilosia illustrata","Hoverfly"
"Salix repens","Cheilosia illustrata","Hoverfly"
"Salix viminalis","Cheilosia illustrata","Hoverfly"
"Senecio jacobaea","Cheilosia illustrata","Hoverfly"
"Vicia cracca","Cheilosia illustrata","Hoverfly"
"Vicia faba","Cheilosia illustrata","Hoverfly"
"Vicia lutea","Cheilosia illustrata","Hoverfly"
"Vicia sativa","Cheilosia illustrata","Hoverfly"
"Vicia sepium","Cheilosia illustrata","Hoverfly"
"Vicia sylvatica","Cheilosia illustrata","Hoverfly"
"Vicia villosa","Cheilosia illustrata","Hoverfly"
"Aesculus hippocastanum","Cheilosia impressa","Hoverfly"
"Angelica sylvestris","Cheilosia impressa","Hoverfly"
"Anthriscus sylvestris","Cheilosia impressa","Hoverfly"
"Apium nodiflorum","Cheilosia impressa","Hoverfly"
"Chaerophyllum temulum","Cheilosia impressa","Hoverfly"
"Daucus carota","Cheilosia impressa","Hoverfly"
"Ficaria verna","Cheilosia impressa","Hoverfly"
"Hedera helix","Cheilosia impressa","Hoverfly"
"Heracleum sphondylium","Cheilosia impressa","Hoverfly"
"Leontodon hispidus","Cheilosia impressa","Hoverfly"
"Leontodon saxatilis","Cheilosia impressa","Hoverfly"
"Mercurialis perennis","Cheilosia impressa","Hoverfly"
"Pastinaca sativa","Cheilosia impressa","Hoverfly"
"Pimpinella saxifraga","Cheilosia impressa","Hoverfly"
"Pulicaria dysenterica","Cheilosia impressa","Hoverfly"
"Ranunculus acris","Cheilosia impressa","Hoverfly"
"Ranunculus aquatilis","Cheilosia impressa","Hoverfly"
"Ranunculus bulbosus","Cheilosia impressa","Hoverfly"
"Ranunculus flammula","Cheilosia impressa","Hoverfly"
"Ranunculus lingua","Cheilosia impressa","Hoverfly"
"Ranunculus repens","Cheilosia impressa","Hoverfly"
"Rubus fruticosus","Cheilosia impressa","Hoverfly"
"Salix alba","Cheilosia impressa","Hoverfly"
"Salix aurita","Cheilosia impressa","Hoverfly"
"Salix caprea","Cheilosia impressa","Hoverfly"
"Salix cinerea","Cheilosia impressa","Hoverfly"
"Salix fragilis","Cheilosia impressa","Hoverfly"
"Salix pentandra","Cheilosia impressa","Hoverfly"
"Salix repens","Cheilosia impressa","Hoverfly"
"Salix viminalis","Cheilosia impressa","Hoverfly"
"Scorzoneroides autumnalis","Cheilosia impressa","Hoverfly"
"Senecio jacobaea","Cheilosia impressa","Hoverfly"
"Taraxacum","Cheilosia impressa","Hoverfly"
"Torilis japonica","Cheilosia impressa","Hoverfly"
"Anthriscus sylvestris","Cheilosia lasiopa","Hoverfly"
"Ficaria verna","Cheilosia lasiopa","Hoverfly"
"Heracleum sphondylium","Cheilosia lasiopa","Hoverfly"
"Ranunculus acris","Cheilosia lasiopa","Hoverfly"
"Ranunculus aquatilis","Cheilosia lasiopa","Hoverfly"
"Ranunculus bulbosus","Cheilosia lasiopa","Hoverfly"
"Ranunculus flammula","Cheilosia lasiopa","Hoverfly"
"Ranunculus lingua","Cheilosia lasiopa","Hoverfly"
"Ranunculus repens","Cheilosia lasiopa","Hoverfly"
"Salix alba","Cheilosia lasiopa","Hoverfly"
"Salix aurita","Cheilosia lasiopa","Hoverfly"
"Salix caprea","Cheilosia lasiopa","Hoverfly"
"Salix cinerea","Cheilosia lasiopa","Hoverfly"
"Salix fragilis","Cheilosia lasiopa","Hoverfly"
"Salix pentandra","Cheilosia lasiopa","Hoverfly"
"Salix repens","Cheilosia lasiopa","Hoverfly"
"Salix viminalis","Cheilosia lasiopa","Hoverfly"
"Achillea millefolium","Cheilosia latifrons","Hoverfly"
"Daucus carota","Cheilosia latifrons","Hoverfly"
"Leontodon hispidus","Cheilosia latifrons","Hoverfly"
"Leontodon saxatilis","Cheilosia latifrons","Hoverfly"
"Leucanthemum vulgare","Cheilosia latifrons","Hoverfly"
"Matricaria discoidea","Cheilosia latifrons","Hoverfly"
"Matricaria recutita","Cheilosia latifrons","Hoverfly"
"Scorzoneroides autumnalis","Cheilosia latifrons","Hoverfly"
"Senecio jacobaea","Cheilosia latifrons","Hoverfly"
"Succisa pratensis","Cheilosia latifrons","Hoverfly"
"Taraxacum","Cheilosia latifrons","Hoverfly"
"Angelica sylvestris","Cheilosia longula","Hoverfly"
"Potentilla fruticosa","Cheilosia longula","Hoverfly"
"Conopodium majus","Cheilosia mutabilis","Hoverfly"
"Ficaria verna","Cheilosia nigripes","Hoverfly"
"Ranunculus acris","Cheilosia nigripes","Hoverfly"
"Ranunculus aquatilis","Cheilosia nigripes","Hoverfly"
"Ranunculus bulbosus","Cheilosia nigripes","Hoverfly"
"Ranunculus flammula","Cheilosia nigripes","Hoverfly"
"Ranunculus lingua","Cheilosia nigripes","Hoverfly"
"Ranunculus repens","Cheilosia nigripes","Hoverfly"
"Acer campestre","Cheilosia pagana","Hoverfly"
"Acer platanoides","Cheilosia pagana","Hoverfly"
"Acer pseudoplatanus","Cheilosia pagana","Hoverfly"
"Aegopodium podagraria","Cheilosia pagana","Hoverfly"
"Aesculus hippocastanum","Cheilosia pagana","Hoverfly"
"Alisma plantago-aquatica","Cheilosia pagana","Hoverfly"
"Alliaria petiolata","Cheilosia pagana","Hoverfly"
"Allium ursinum","Cheilosia pagana","Hoverfly"
"Angelica sylvestris","Cheilosia pagana","Hoverfly"
"Anthriscus sylvestris","Cheilosia pagana","Hoverfly"
"Caltha palustris","Cheilosia pagana","Hoverfly"
"Cardamine pratensis","Cheilosia pagana","Hoverfly"
"Centaurea cyanus","Cheilosia pagana","Hoverfly"
"Centaurea nigra","Cheilosia pagana","Hoverfly"
"Centaurea scabiosa","Cheilosia pagana","Hoverfly"
"Chaerophyllum temulum","Cheilosia pagana","Hoverfly"
"Circaea lutetiana","Cheilosia pagana","Hoverfly"
"Comarum palustre","Cheilosia pagana","Hoverfly"
"Cornus sanguinea","Cheilosia pagana","Hoverfly"
"Daucus carota","Cheilosia pagana","Hoverfly"
"Diplotaxis tenuifolia","Cheilosia pagana","Hoverfly"
"Equisetum telmateia","Cheilosia pagana","Hoverfly"
"Euphorbia amygdaloides","Cheilosia pagana","Hoverfly"
"Fallopia japonica","Cheilosia pagana","Hoverfly"
"Ficaria verna","Cheilosia pagana","Hoverfly"
"Galium album","Cheilosia pagana","Hoverfly"
"Hedera helix","Cheilosia pagana","Hoverfly"
"Heracleum sphondylium","Cheilosia pagana","Hoverfly"
"Hyacinthoides non-scripta","Cheilosia pagana","Hoverfly"
"Lapsana communis","Cheilosia pagana","Hoverfly"
"Leontodon hispidus","Cheilosia pagana","Hoverfly"
"Leontodon saxatilis","Cheilosia pagana","Hoverfly"
"Malus sylvestris","Cheilosia pagana","Hoverfly"
"Matricaria discoidea","Cheilosia pagana","Hoverfly"
"Matricaria recutita","Cheilosia pagana","Hoverfly"
"Mercurialis perennis","Cheilosia pagana","Hoverfly"
"Myosotis arvensis","Cheilosia pagana","Hoverfly"
"Myosotis scorpioides","Cheilosia pagana","Hoverfly"
"Myosoton aquaticum","Cheilosia pagana","Hoverfly"
"Pastinaca sativa","Cheilosia pagana","Hoverfly"
"Pimpinella saxifraga","Cheilosia pagana","Hoverfly"
"Plantago lanceolata","Cheilosia pagana","Hoverfly"
"Potentilla anserina","Cheilosia pagana","Hoverfly"
"Potentilla erecta","Cheilosia pagana","Hoverfly"
"Potentilla fruticosa","Cheilosia pagana","Hoverfly"
"Potentilla reptans","Cheilosia pagana","Hoverfly"
"Prunus padus","Cheilosia pagana","Hoverfly"
"Pulicaria dysenterica","Cheilosia pagana","Hoverfly"
"Ranunculus acris","Cheilosia pagana","Hoverfly"
"Ranunculus aquatilis","Cheilosia pagana","Hoverfly"
"Ranunculus bulbosus","Cheilosia pagana","Hoverfly"
"Ranunculus flammula","Cheilosia pagana","Hoverfly"
"Ranunculus lingua","Cheilosia pagana","Hoverfly"
"Ranunculus repens","Cheilosia pagana","Hoverfly"
"Salix alba","Cheilosia pagana","Hoverfly"
"Salix aurita","Cheilosia pagana","Hoverfly"
"Salix caprea","Cheilosia pagana","Hoverfly"
"Salix cinerea","Cheilosia pagana","Hoverfly"
"Salix fragilis","Cheilosia pagana","Hoverfly"
"Salix pentandra","Cheilosia pagana","Hoverfly"
"Salix repens","Cheilosia pagana","Hoverfly"
"Salix viminalis","Cheilosia pagana","Hoverfly"
"Sambucus nigra","Cheilosia pagana","Hoverfly"
"Scorzoneroides autumnalis","Cheilosia pagana","Hoverfly"
"Senecio aquaticus","Cheilosia pagana","Hoverfly"
"Senecio cineraria","Cheilosia pagana","Hoverfly"
"Senecio erucifolius","Cheilosia pagana","Hoverfly"
"Senecio jacobaea","Cheilosia pagana","Hoverfly"
"Senecio squalidus","Cheilosia pagana","Hoverfly"
"Senecio vulgaris","Cheilosia pagana","Hoverfly"
"Sonchus arvensis","Cheilosia pagana","Hoverfly"
"Sorbus aucuparia","Cheilosia pagana","Hoverfly"
"Stellaria graminea","Cheilosia pagana","Hoverfly"
"Stellaria holostea","Cheilosia pagana","Hoverfly"
"Stellaria media","Cheilosia pagana","Hoverfly"
"Stellaria nemorum","Cheilosia pagana","Hoverfly"
"Succisa pratensis","Cheilosia pagana","Hoverfly"
"Taraxacum","Cheilosia pagana","Hoverfly"
"Torilis japonica","Cheilosia pagana","Hoverfly"
"Tussilago farfara","Cheilosia pagana","Hoverfly"
"Veronica beccabunga","Cheilosia pagana","Hoverfly"
"Veronica chamaedrys","Cheilosia pagana","Hoverfly"
"Veronica officinalis","Cheilosia pagana","Hoverfly"
"Veronica persica","Cheilosia pagana","Hoverfly"
"Veronica spicata","Cheilosia pagana","Hoverfly"
"Aesculus hippocastanum","Cheilosia proxima","Hoverfly"
"Alisma plantago-aquatica","Cheilosia proxima","Hoverfly"
"Angelica sylvestris","Cheilosia proxima","Hoverfly"
"Anthriscus sylvestris","Cheilosia proxima","Hoverfly"
"Caltha palustris","Cheilosia proxima","Hoverfly"
"Centaurea cyanus","Cheilosia proxima","Hoverfly"
"Centaurea nigra","Cheilosia proxima","Hoverfly"
"Centaurea scabiosa","Cheilosia proxima","Hoverfly"
"Chaerophyllum temulum","Cheilosia proxima","Hoverfly"
"Daucus carota","Cheilosia proxima","Hoverfly"
"Ficaria verna","Cheilosia proxima","Hoverfly"
"Hedera helix","Cheilosia proxima","Hoverfly"
"Heracleum sphondylium","Cheilosia proxima","Hoverfly"
"Myosotis arvensis","Cheilosia proxima","Hoverfly"
"Myosotis scorpioides","Cheilosia proxima","Hoverfly"
"Oenanthe crocata","Cheilosia proxima","Hoverfly"
"Origanum vulgare","Cheilosia proxima","Hoverfly"
"Pastinaca sativa","Cheilosia proxima","Hoverfly"
"Pimpinella saxifraga","Cheilosia proxima","Hoverfly"
"Plantago lanceolata","Cheilosia proxima","Hoverfly"
"Potentilla fruticosa","Cheilosia proxima","Hoverfly"
"Pulicaria dysenterica","Cheilosia proxima","Hoverfly"
"Ranunculus acris","Cheilosia proxima","Hoverfly"
"Ranunculus aquatilis","Cheilosia proxima","Hoverfly"
"Ranunculus bulbosus","Cheilosia proxima","Hoverfly"
"Ranunculus flammula","Cheilosia proxima","Hoverfly"
"Ranunculus lingua","Cheilosia proxima","Hoverfly"
"Ranunculus repens","Cheilosia proxima","Hoverfly"
"Senecio jacobaea","Cheilosia proxima","Hoverfly"
"Torilis japonica","Cheilosia proxima","Hoverfly"
"Caltha palustris","Cheilosia pubera","Hoverfly"
"Ficaria verna","Cheilosia pubera","Hoverfly"
"Petasites hybridus","Cheilosia pubera","Hoverfly"
"Ranunculus acris","Cheilosia pubera","Hoverfly"
"Ranunculus aquatilis","Cheilosia pubera","Hoverfly"
"Ranunculus bulbosus","Cheilosia pubera","Hoverfly"
"Ranunculus flammula","Cheilosia pubera","Hoverfly"
"Ranunculus lingua","Cheilosia pubera","Hoverfly"
"Ranunculus repens","Cheilosia pubera","Hoverfly"
"Ficaria verna","Cheilosia ranunculi","Hoverfly"
"Ranunculus acris","Cheilosia ranunculi","Hoverfly"
"Ranunculus aquatilis","Cheilosia ranunculi","Hoverfly"
"Ranunculus bulbosus","Cheilosia ranunculi","Hoverfly"
"Ranunculus flammula","Cheilosia ranunculi","Hoverfly"
"Ranunculus lingua","Cheilosia ranunculi","Hoverfly"
"Ranunculus repens","Cheilosia ranunculi","Hoverfly"
"Veronica beccabunga","Cheilosia ranunculi","Hoverfly"
"Veronica chamaedrys","Cheilosia ranunculi","Hoverfly"
"Veronica officinalis","Cheilosia ranunculi","Hoverfly"
"Veronica persica","Cheilosia ranunculi","Hoverfly"
"Veronica spicata","Cheilosia ranunculi","Hoverfly"
"Caltha palustris","Cheilosia sahlbergi","Hoverfly"
"Angelica sylvestris","Cheilosia scutellata","Hoverfly"
"Daucus carota","Cheilosia scutellata","Hoverfly"
"Filipendula ulmaria","Cheilosia scutellata","Hoverfly"
"Hedera helix","Cheilosia scutellata","Hoverfly"
"Heracleum sphondylium","Cheilosia scutellata","Hoverfly"
"Pastinaca sativa","Cheilosia scutellata","Hoverfly"
"Pulicaria dysenterica","Cheilosia scutellata","Hoverfly"
"Rhododendron ponticum","Cheilosia scutellata","Hoverfly"
"Salix alba","Cheilosia scutellata","Hoverfly"
"Salix aurita","Cheilosia scutellata","Hoverfly"
"Salix caprea","Cheilosia scutellata","Hoverfly"
"Salix cinerea","Cheilosia scutellata","Hoverfly"
"Salix fragilis","Cheilosia scutellata","Hoverfly"
"Salix pentandra","Cheilosia scutellata","Hoverfly"
"Salix repens","Cheilosia scutellata","Hoverfly"
"Salix viminalis","Cheilosia scutellata","Hoverfly"
"Senecio jacobaea","Cheilosia scutellata","Hoverfly"
"Solidago canadensis","Cheilosia scutellata","Hoverfly"
"Solidago virgaurea","Cheilosia scutellata","Hoverfly"
"Torilis japonica","Cheilosia scutellata","Hoverfly"
"Ficaria verna","Cheilosia semifasciata","Hoverfly"
"Umbilicus rupestris","Cheilosia semifasciata","Hoverfly"
"Aegopodium podagraria","Cheilosia soror","Hoverfly"
"Angelica sylvestris","Cheilosia soror","Hoverfly"
"Chaerophyllum temulum","Cheilosia soror","Hoverfly"
"Daucus carota","Cheilosia soror","Hoverfly"
"Hedera helix","Cheilosia soror","Hoverfly"
"Heracleum sphondylium","Cheilosia soror","Hoverfly"
"Origanum vulgare","Cheilosia soror","Hoverfly"
"Pastinaca sativa","Cheilosia soror","Hoverfly"
"Pimpinella saxifraga","Cheilosia soror","Hoverfly"
"Pulicaria dysenterica","Cheilosia soror","Hoverfly"
"Senecio jacobaea","Cheilosia soror","Hoverfly"
"Torilis japonica","Cheilosia soror","Hoverfly"
"Ficaria verna","Cheilosia urbana","Hoverfly"
"Prunus avium","Cheilosia urbana","Hoverfly"
"Salix repens","Cheilosia urbana","Hoverfly"
"Acer campestre","Cheilosia variabilis","Hoverfly"
"Acer platanoides","Cheilosia variabilis","Hoverfly"
"Acer pseudoplatanus","Cheilosia variabilis","Hoverfly"
"Aesculus hippocastanum","Cheilosia variabilis","Hoverfly"
"Allium ursinum","Cheilosia variabilis","Hoverfly"
"Anthriscus sylvestris","Cheilosia variabilis","Hoverfly"
"Euphorbia amygdaloides","Cheilosia variabilis","Hoverfly"
"Ficaria verna","Cheilosia variabilis","Hoverfly"
"Heracleum sphondylium","Cheilosia variabilis","Hoverfly"
"Hyacinthoides non-scripta","Cheilosia variabilis","Hoverfly"
"Mercurialis perennis","Cheilosia variabilis","Hoverfly"
"Potentilla fruticosa","Cheilosia variabilis","Hoverfly"
"Ranunculus acris","Cheilosia variabilis","Hoverfly"
"Ranunculus aquatilis","Cheilosia variabilis","Hoverfly"
"Ranunculus bulbosus","Cheilosia variabilis","Hoverfly"
"Ranunculus flammula","Cheilosia variabilis","Hoverfly"
"Ranunculus lingua","Cheilosia variabilis","Hoverfly"
"Ranunculus repens","Cheilosia variabilis","Hoverfly"
"Rubus fruticosus","Cheilosia variabilis","Hoverfly"
"Rumex obtusifolius","Cheilosia variabilis","Hoverfly"
"Rumex sanguineus","Cheilosia variabilis","Hoverfly"
"Salix alba","Cheilosia variabilis","Hoverfly"
"Salix aurita","Cheilosia variabilis","Hoverfly"
"Salix caprea","Cheilosia variabilis","Hoverfly"
"Salix cinerea","Cheilosia variabilis","Hoverfly"
"Salix fragilis","Cheilosia variabilis","Hoverfly"
"Salix pentandra","Cheilosia variabilis","Hoverfly"
"Salix repens","Cheilosia variabilis","Hoverfly"
"Salix viminalis","Cheilosia variabilis","Hoverfly"
"Scrophularia auriculata","Cheilosia variabilis","Hoverfly"
"Scrophularia nodosa","Cheilosia variabilis","Hoverfly"
"Stellaria graminea","Cheilosia variabilis","Hoverfly"
"Stellaria holostea","Cheilosia variabilis","Hoverfly"
"Stellaria media","Cheilosia variabilis","Hoverfly"
"Stellaria nemorum","Cheilosia variabilis","Hoverfly"
"Torilis japonica","Cheilosia variabilis","Hoverfly"
"Veronica beccabunga","Cheilosia variabilis","Hoverfly"
"Veronica chamaedrys","Cheilosia variabilis","Hoverfly"
"Veronica officinalis","Cheilosia variabilis","Hoverfly"
"Veronica persica","Cheilosia variabilis","Hoverfly"
"Veronica spicata","Cheilosia variabilis","Hoverfly"
"Vicia cracca","Cheilosia velutina","Hoverfly"
"Vicia faba","Cheilosia velutina","Hoverfly"
"Vicia lutea","Cheilosia velutina","Hoverfly"
"Vicia sativa","Cheilosia velutina","Hoverfly"
"Vicia sepium","Cheilosia velutina","Hoverfly"
"Vicia sylvatica","Cheilosia velutina","Hoverfly"
"Vicia villosa","Cheilosia velutina","Hoverfly"
"Achillea millefolium","Cheilosia vernalis","Hoverfly"
"Angelica sylvestris","Cheilosia vernalis","Hoverfly"
"Anthriscus sylvestris","Cheilosia vernalis","Hoverfly"
"Apium nodiflorum","Cheilosia vernalis","Hoverfly"
